l1_size,l2_size,noc_bw,offchip_bw,dim_num,dim_out,dim_mid,dim_in,p_c,p_k,p_x,p_y,p_r,p_s,o_c_out_0,o_k_out_0,o_x_out_0,o_y_out_0,o_r_out_0,o_s_out_0,o_c_mid_0,o_k_mid_0,o_x_mid_0,o_y_mid_0,o_r_mid_0,o_s_mid_0,o_c_in_0,o_k_in_0,o_x_in_0,o_y_in_0,o_r_in_0,o_s_in_0,t_c_d1_0,t_c_d2_0,t_c_d3_0,t_k_d1_0,t_k_d2_0,t_k_d3_0,t_x_d1_0,t_x_d2_0,t_x_d3_0,t_y_d1_0,t_y_d2_0,t_y_d3_0,o_c_out_1,o_k_out_1,o_x_out_1,o_y_out_1,o_r_out_1,o_s_out_1,o_c_mid_1,o_k_mid_1,o_x_mid_1,o_y_mid_1,o_r_mid_1,o_s_mid_1,o_c_in_1,o_k_in_1,o_x_in_1,o_y_in_1,o_r_in_1,o_s_in_1,t_c_d1_1,t_c_d2_1,t_c_d3_1,t_k_d1_1,t_k_d2_1,t_k_d3_1,t_x_d1_1,t_x_d2_1,t_x_d3_1,t_y_d1_1,t_y_d2_1,t_y_d3_1,o_c_out_2,o_k_out_2,o_x_out_2,o_y_out_2,o_r_out_2,o_s_out_2,o_c_mid_2,o_k_mid_2,o_x_mid_2,o_y_mid_2,o_r_mid_2,o_s_mid_2,o_c_in_2,o_k_in_2,o_x_in_2,o_y_in_2,o_r_in_2,o_s_in_2,t_c_d1_2,t_c_d2_2,t_c_d3_2,t_k_d1_2,t_k_d2_2,t_k_d3_2,t_x_d1_2,t_x_d2_2,t_x_d3_2,t_y_d1_2,t_y_d2_2,t_y_d3_2,o_c_out_3,o_k_out_3,o_x_out_3,o_y_out_3,o_r_out_3,o_s_out_3,o_c_mid_3,o_k_mid_3,o_x_mid_3,o_y_mid_3,o_r_mid_3,o_s_mid_3,o_c_in_3,o_k_in_3,o_x_in_3,o_y_in_3,o_r_in_3,o_s_in_3,t_c_d1_3,t_c_d2_3,t_c_d3_3,t_k_d1_3,t_k_d2_3,t_k_d3_3,t_x_d1_3,t_x_d2_3,t_x_d3_3,t_y_d1_3,t_y_d2_3,t_y_d3_3,o_c_out_4,o_k_out_4,o_x_out_4,o_y_out_4,o_r_out_4,o_s_out_4,o_c_mid_4,o_k_mid_4,o_x_mid_4,o_y_mid_4,o_r_mid_4,o_s_mid_4,o_c_in_4,o_k_in_4,o_x_in_4,o_y_in_4,o_r_in_4,o_s_in_4,t_c_d1_4,t_c_d2_4,t_c_d3_4,t_k_d1_4,t_k_d2_4,t_k_d3_4,t_x_d1_4,t_x_d2_4,t_x_d3_4,t_y_d1_4,t_y_d2_4,t_y_d3_4,o_c_out_5,o_k_out_5,o_x_out_5,o_y_out_5,o_r_out_5,o_s_out_5,o_c_mid_5,o_k_mid_5,o_x_mid_5,o_y_mid_5,o_r_mid_5,o_s_mid_5,o_c_in_5,o_k_in_5,o_x_in_5,o_y_in_5,o_r_in_5,o_s_in_5,t_c_d1_5,t_c_d2_5,t_c_d3_5,t_k_d1_5,t_k_d2_5,t_k_d3_5,t_x_d1_5,t_x_d2_5,t_x_d3_5,t_y_d1_5,t_y_d2_5,t_y_d3_5,o_c_out_6,o_k_out_6,o_x_out_6,o_y_out_6,o_r_out_6,o_s_out_6,o_c_mid_6,o_k_mid_6,o_x_mid_6,o_y_mid_6,o_r_mid_6,o_s_mid_6,o_c_in_6,o_k_in_6,o_x_in_6,o_y_in_6,o_r_in_6,o_s_in_6,t_c_d1_6,t_c_d2_6,t_c_d3_6,t_k_d1_6,t_k_d2_6,t_k_d3_6,t_x_d1_6,t_x_d2_6,t_x_d3_6,t_y_d1_6,t_y_d2_6,t_y_d3_6,latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp
256000.0,32000.0,256.0,64.0,2.0,28.0,28.0,42.0,3.0,6.0,6.0,1.0,2.0,4.0,1.0,5.0,4.0,3.0,6.0,4.0,2.0,5.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,4.0,1.0,5.0,64.0,2.0,1.0,2.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,3.0,2.0,6.0,5.0,6.0,4.0,4.0,5.0,4.0,5.0,6.0,2.0,1.0,4.0,8.0,4.0,1.0,4.0,128.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,1.0,6.0,5.0,6.0,5.0,1.0,3.0,6.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,8.0,16.0,1.0,128.0,16.0,1.0,32.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,5.0,3.0,1.0,1.0,3.0,5.0,6.0,4.0,1.0,3.0,2.0,5.0,4.0,4.0,2.0,128.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,6.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,6.0,5.0,3.0,5.0,32.0,512.0,1.0,64.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,3.0,6.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,4.0,2.0,1.0,1.0,4.0,2048.0,1.0,8.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,4.0,2.0,3.0,1.0,6.0,4.0,6.0,5.0,5.0,4.0,2.0,3.0,6.0,2.0,6.0,512.0,2.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,307374291.0,20107925.740000002,1157850000.0,6.1880465624999985,1176.0,514.0,151552.0,6180659417813151.0
512000.0,4096000.0,256.0,64.0,3.0,22.0,22.0,14.0,6.0,5.0,1.0,6.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,5.0,4.0,1.0,5.0,5.0,4.0,2.0,6.0,3.0,4.0,2.0,6.0,64.0,32.0,1.0,48.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,5.0,4.0,2.0,1.0,4.0,3.0,2.0,6.0,6.0,3.0,4.0,4.0,5.0,6.0,32.0,16.0,1.0,128.0,32.0,1.0,128.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,2.0,1.0,6.0,3.0,3.0,5.0,1.0,1.0,3.0,5.0,6.0,1.0,4.0,6.0,1.0,1.0,4.0,1.0,8.0,8.0,1.0,16.0,32.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,3.0,6.0,4.0,6.0,6.0,3.0,1.0,1.0,512.0,4.0,1.0,4.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,5.0,6.0,1.0,3.0,4.0,4.0,6.0,3.0,4.0,2.0,6.0,1.0,6.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,6.0,3.0,3.0,4.0,2.0,6.0,6.0,3.0,2.0,5.0,5.0,6.0,3.0,3.0,64.0,16.0,1.0,512.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,6.0,6.0,3.0,2.0,4.0,5.0,3.0,1.0,6.0,5.0,4.0,6.0,5.0,1.0,8.0,256.0,1.0,32.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,261113641.0,11917202.639999999,26005300000.0,52.44868680555556,6776.0,514.0,1933312.0,3111744171865212.0
1024000.0,32000.0,256.0,64.0,1.0,26.0,30.0,24.0,2.0,5.0,4.0,4.0,1.0,4.0,4.0,1.0,3.0,6.0,4.0,3.0,5.0,1.0,5.0,3.0,2.0,4.0,3.0,5.0,4.0,2.0,5.0,5.0,1.0,128.0,1.0,768.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,4.0,5.0,2.0,5.0,6.0,5.0,1.0,1.0,3.0,6.0,3.0,1.0,1.0,4.0,16.0,1.0,128.0,16.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,6.0,4.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,16.0,2.0,1.0,32.0,1.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,5.0,6.0,1.0,4.0,5.0,16.0,64.0,1.0,4.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,3.0,5.0,3.0,5.0,1.0,5.0,3.0,32.0,128.0,1.0,4.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,5.0,1.0,3.0,3.0,6.0,6.0,1.0,6.0,1.0,3.0,5.0,3.0,3.0,2.0,64.0,256.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,3.0,1.0,6.0,2.0,4.0,2.0,6.0,4.0,3.0,1.0,6.0,4.0,3.0,6.0,4.0,64.0,1.0,256.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,307429664.0,44233160.08,10268800.0,0.1244865,24.0,514.0,6448.0,1.3598585541052612e+16
512000.0,32000000.0,256.0,64.0,3.0,2.0,2.0,38.0,5.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,6.0,2.0,3.0,4.0,6.0,6.0,3.0,5.0,5.0,4.0,1.0,6.0,6.0,2.0,5.0,6.0,64.0,4.0,1.0,1.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,6.0,6.0,2.0,5.0,4.0,4.0,5.0,6.0,3.0,4.0,4.0,2.0,2.0,2.0,16.0,1.0,32.0,64.0,1.0,128.0,16.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,3.0,2.0,2.0,6.0,6.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,5.0,4.0,8.0,4.0,1.0,16.0,64.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,6.0,4.0,4.0,6.0,6.0,6.0,2.0,1.0,3.0,1.0,2.0,6.0,2.0,3.0,6.0,512.0,128.0,1.0,128.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,6.0,4.0,6.0,6.0,2.0,2.0,1.0,6.0,6.0,4.0,3.0,6.0,2.0,4.0,256.0,256.0,1.0,2048.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,6.0,2.0,3.0,32.0,1024.0,1.0,16.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,2.0,5.0,3.0,6.0,6.0,3.0,5.0,5.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3901078787.0,11985926.8,71266700.0,2.026466920138889,152.0,514.0,2752512.0,4.675804478201479e+16
16000.0,128000.0,256.0,64.0,1.0,16.0,28.0,34.0,2.0,5.0,1.0,5.0,1.0,6.0,3.0,3.0,2.0,5.0,1.0,2.0,5.0,1.0,3.0,4.0,2.0,4.0,5.0,6.0,2.0,1.0,5.0,6.0,32.0,4.0,1.0,2.0,192.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,6.0,4.0,2.0,2.0,5.0,1.0,6.0,1.0,64.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,6.0,3.0,1.0,5.0,4.0,5.0,6.0,3.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,4.0,5.0,32.0,16.0,1.0,4.0,4.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,6.0,1.0,1.0,4.0,3.0,2.0,1.0,256.0,1.0,128.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,5.0,5.0,1.0,4.0,3.0,6.0,1.0,4.0,5.0,3.0,2.0,5.0,5.0,2.0,32.0,1.0,1.0,1024.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,3.0,5.0,4.0,2.0,2.0,5.0,6.0,5.0,3.0,1.0,1.0,3.0,5.0,1.0,2.0,1024.0,16.0,1.0,32.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,6.0,6.0,4.0,5.0,1.0,5.0,3.0,6.0,2.0,5.0,3.0,1.0,1.0,8.0,1.0,1.0,4.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7239368992.0,51791555.199999996,14410000.0,0.16619325000000001,34.0,514.0,514.0,3.749381787623363e+17
1024.0,64000.0,256.0,64.0,2.0,10.0,34.0,16.0,1.0,6.0,5.0,4.0,6.0,2.0,3.0,5.0,2.0,6.0,2.0,3.0,5.0,6.0,2.0,3.0,6.0,6.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,512.0,1.0,8.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,6.0,6.0,4.0,2.0,6.0,2.0,1.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,64.0,2.0,1.0,8.0,1.0,1.0,128.0,16.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,3.0,3.0,3.0,6.0,6.0,4.0,1.0,2.0,6.0,3.0,3.0,2.0,4.0,3.0,8.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,6.0,4.0,3.0,3.0,6.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,8.0,16.0,1.0,4.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,6.0,1.0,4.0,1.0,64.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,1.0,2.0,6.0,6.0,2.0,2.0,5.0,5.0,6.0,6.0,1024.0,16.0,1.0,64.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,2.0,6.0,5.0,6.0,4.0,3.0,6.0,6.0,6.0,1.0,1.0,4.0,5.0,2.0,3.0,3.0,1.0,2.0,1.0,128.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,448381300.0,30941946.799999997,360843000.0,2.844996284722222,544.0,514.0,512256.0,1.3873790330714838e+16
512000.0,16000.0,256.0,64.0,3.0,8.0,22.0,44.0,5.0,2.0,3.0,6.0,2.0,5.0,2.0,5.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,6.0,3.0,1.0,1.0,1.0,768.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,6.0,5.0,6.0,1.0,5.0,3.0,2.0,3.0,6.0,6.0,5.0,1.0,2.0,3.0,4.0,16.0,16.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,3.0,3.0,2.0,5.0,2.0,1.0,4.0,2.0,3.0,5.0,5.0,5.0,1.0,6.0,1.0,2.0,16.0,1.0,128.0,4.0,1.0,16.0,16.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,6.0,5.0,5.0,2.0,512.0,32.0,1.0,512.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,6.0,4.0,4.0,4.0,2.0,6.0,5.0,6.0,128.0,1.0,1.0,4.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,6.0,3.0,6.0,5.0,2.0,6.0,2.0,1.0,2.0,32.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,6.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,6.0,4.0,5.0,2.0,4.0,2.0,2.0,16.0,16.0,1.0,2.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2209722781.0,19793791.240000002,33540200000.0,62.81997534722221,7744.0,514.0,786432.0,4.373879142538624e+16
128.0,16000000.0,256.0,64.0,2.0,24.0,24.0,2.0,4.0,1.0,5.0,5.0,5.0,1.0,6.0,4.0,1.0,5.0,5.0,4.0,6.0,4.0,4.0,4.0,2.0,6.0,2.0,5.0,3.0,6.0,2.0,1.0,2.0,1.0,1.0,24.0,384.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,5.0,2.0,4.0,3.0,6.0,2.0,5.0,4.0,3.0,5.0,2.0,5.0,5.0,6.0,8.0,1.0,1.0,128.0,2.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,5.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,128.0,128.0,1.0,32.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,2.0,2.0,4.0,3.0,6.0,6.0,2.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,32.0,32.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,3.0,4.0,4.0,4.0,3.0,6.0,2.0,5.0,3.0,2.0,1.0,4.0,3.0,5.0,2.0,64.0,128.0,1.0,256.0,2048.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,8.0,1.0,1.0,256.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,2.0,4.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,6.0,4.0,4.0,4.0,1.0,4.0,512.0,1.0,1.0,8.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7037626459.0,30107296.28,20391600.0,0.28111380555555554,48.0,514.0,114688.0,2.118839049090803e+17
16000.0,256000.0,256.0,64.0,2.0,48.0,24.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,3.0,6.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,6.0,1.0,3.0,5.0,3.0,32.0,256.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,6.0,5.0,3.0,2.0,1.0,4.0,6.0,3.0,4.0,5.0,2.0,5.0,6.0,5.0,64.0,16.0,1.0,128.0,4.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,4.0,6.0,3.0,4.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,5.0,4.0,6.0,4.0,6.0,5.0,2.0,2.0,2.0,1.0,128.0,1.0,1.0,16.0,16.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,5.0,1.0,6.0,6.0,2.0,5.0,4.0,5.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,128.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,6.0,1.0,1.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,1.0,3.0,5.0,2.0,6.0,5.0,16.0,1.0,1.0,2.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,4.0,6.0,2.0,1.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,1.0,3.0,1.0,64.0,1.0,128.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,1.0,3.0,4.0,5.0,2.0,3.0,5.0,4.0,2.0,6.0,1.0,5.0,64.0,4.0,1.0,128.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,169383566.0,12815565.4,42377900.0,0.49776273958333345,96.0,514.0,133632.0,2170746167758216.5
32000.0,4096000.0,256.0,64.0,2.0,24.0,26.0,38.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,4.0,5.0,6.0,5.0,4.0,6.0,1.0,3.0,6.0,2.0,6.0,3.0,3.0,2.0,1.0,256.0,1.0,8.0,192.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,6.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,4.0,1.0,1.0,64.0,8.0,1.0,4.0,64.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,1.0,6.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,2.0,5.0,2.0,32.0,16.0,1.0,2.0,16.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,6.0,3.0,4.0,4.0,2.0,6.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,5.0,6.0,2.0,8.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,5.0,6.0,1.0,1.0,3.0,2.0,6.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,64.0,1.0,1.0,256.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,3.0,4.0,5.0,2.0,5.0,4.0,6.0,3.0,6.0,3.0,3.0,6.0,6.0,5.0,4.0,3.0,4.0,16.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,5.0,4.0,1.0,6.0,1.0,6.0,4.0,6.0,1.0,4.0,6.0,4.0,1.0,16.0,64.0,1.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,400849036.0,31997906.400000002,878250000.0,5.182298645833334,988.0,514.0,463104.0,1.2826329934458232e+16
1024000.0,1024000.0,256.0,64.0,1.0,8.0,44.0,16.0,6.0,4.0,3.0,2.0,3.0,1.0,1.0,6.0,2.0,1.0,6.0,3.0,6.0,2.0,5.0,1.0,5.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,64.0,8.0,1.0,128.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,5.0,3.0,5.0,1.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,6.0,16.0,8.0,1.0,1.0,32.0,1.0,64.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,4.0,3.0,2.0,6.0,4.0,2.0,6.0,3.0,2.0,6.0,2.0,3.0,3.0,2.0,4.0,64.0,8.0,1.0,2.0,64.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,3.0,6.0,2.0,6.0,2.0,6.0,3.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,1.0,512.0,32.0,1.0,64.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,6.0,2.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,512.0,1.0,8.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,1.0,6.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,4.0,5.0,3.0,1.0,16.0,1.0,16.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,8.0,128.0,1.0,8.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,452461408.0,33039753.04,7028500.0,0.0851526,16.0,514.0,4384.0,1.494921318045068e+16
1024.0,4096000.0,256.0,64.0,2.0,36.0,30.0,8.0,6.0,4.0,6.0,4.0,1.0,3.0,6.0,1.0,3.0,4.0,6.0,6.0,5.0,2.0,4.0,6.0,6.0,3.0,6.0,3.0,3.0,3.0,2.0,3.0,2.0,256.0,1.0,48.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,5.0,4.0,6.0,5.0,3.0,3.0,1.0,2.0,6.0,6.0,2.0,6.0,5.0,64.0,8.0,1.0,1.0,128.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,5.0,4.0,6.0,5.0,4.0,4.0,3.0,5.0,6.0,4.0,4.0,5.0,5.0,4.0,128.0,64.0,1.0,2.0,64.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,4.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,6.0,1.0,3.0,6.0,2.0,2.0,512.0,1.0,1.0,16.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,6.0,6.0,2.0,2.0,3.0,3.0,3.0,1.0,512.0,8.0,1.0,1024.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,6.0,5.0,6.0,5.0,6.0,6.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,2.0,256.0,1.0,64.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,2.0,6.0,2.0,6.0,4.0,5.0,4.0,6.0,6.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,64.0,1.0,128.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,289368892.0,13160071.540000001,122418000.0,1.193318402777778,240.0,514.0,108544.0,3808115320170534.0
