,reward1,reward2,latency,Area,energy,power,core,l1i_size,l1d_size,l2_size,l1i_assoc,l1d_assoc,l2_assoc,clock_rate,best_reward
102,195.155039,98.082199,0.000129,25.206,0.4632762681,3.5912889000000003,2,128,32,64,4,2,8,3.4,41.64638344444446
103,168.959732,69.866977,0.000149,44.435,0.913012102,6.127598,3,512,32,64,2,2,8,2.7,41.64638344444446
104,147.222222,78.891176,0.000171,49.986,0.716083362,4.187622,1,128,32,4096,2,16,1,3.0,41.64638344444446
105,195.155039,100.411845,0.000129,23.794,0.4420287812999999,3.4265797,2,4,16,64,4,2,8,3.2,44.04827122222226
106,0.0,0.0,0.0,0.0,0.0,0.0,2,4,256,1024,1,16,4,3.9,46.12341811111113
107,148.964497,102.462962,0.000169,18.974,0.424508734,2.511886,1,128,32,128,2,16,8,2.6,46.12341811111113
108,195.155039,96.598981,0.000129,26.4,0.4776121283999999,3.7024196,2,4,256,64,4,2,8,3.2,50.14516622222224
109,147.222222,81.466342,0.000171,52.777,0.6715278243,3.9270633,1,8,32,4096,2,2,8,3.0,55.45039400000001
110,148.964497,108.90157,0.000169,16.292,0.375796005,2.2236450000000003,1,128,32,128,2,8,8,2.2,55.45039400000001
111,195.155039,97.704749,0.000129,25.179,0.4668626099999999,3.61909,2,128,32,64,4,1,8,2.6,55.84613133333333
112,147.222222,98.173031,0.000171,23.654,0.462419397,2.704207,1,128,512,256,4,16,4,3.9,55.84613133333333
113,148.964497,115.801933,0.000169,14.721,0.3323447529999999,1.966537,1,128,32,128,4,1,8,2.6,55.84613133333333
114,116.013825,47.629846,0.000217,91.274,1.964545485,9.053205,2,4096,32,64,1,2,8,3.2,55.84613133333333
115,195.155039,83.435208,0.000129,47.821,0.6402089400000001,4.96286,2,128,32,2048,4,16,4,3.0,55.84613133333333
116,0.0,0.0,0.0,0.0,0.0,0.0,1,8,4,128,2,16,8,3.6,55.84613133333333
117,195.155039,100.60018,0.000129,23.656,0.4403752721999999,3.4137618,2,4,4,64,4,2,8,3.2,55.84613133333333
118,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,128,2,16,8,3.2,55.84613133333333
119,148.964497,103.329133,0.000169,18.063,0.4174215499999999,2.46995,1,16,16,128,2,16,8,2.4,55.84613133333333
120,147.222222,81.415215,0.000171,52.936,0.672371487,3.931997,1,4,32,4096,4,2,8,3.2,55.84613133333333
121,195.155039,55.988089,0.000129,146.84,1.4217693719999998,11.021468,2,64,32,16384,4,16,1,2.8,55.84613133333333
122,148.964497,103.613628,0.000169,18.974,0.4151324449999999,2.456405,1,128,32,128,2,16,8,2.9,55.84613133333333
123,168.959732,76.9119,0.000149,34.57,0.7534134339999999,5.056466,3,4,32,64,4,2,8,3.2,55.84613133333333
124,195.155039,88.673346,0.000129,38.49,0.5668057470000001,4.393843,2,128,32,128,8,16,8,2.6,55.84613133333333
125,147.222222,92.418617,0.000171,26.165,0.521796924,3.051444,1,1024,32,512,2,16,8,3.9,55.84613133333333
126,195.155039,87.295393,0.000129,33.342,0.584840979,4.533651,2,512,256,64,4,2,8,2.1,55.84613133333333
127,0.0,0.0,0.0,0.0,0.0,0.0,1,4,32,4096,4,16,8,3.2,55.84613133333333
128,148.964497,103.017398,0.000169,18.328,0.419951649,2.484921,1,128,32,64,4,16,8,2.6,55.84613133333333
129,187.873134,60.768561,0.000134,92.063,1.2068756900000002,9.006535000000001,2,4096,64,64,4,2,8,3.2,55.84613133333333
130,147.222222,117.892177,0.000171,13.903,0.3206641932,1.8752292,1,128,4,128,4,2,4,3.9,55.84613133333333
131,147.222222,103.970307,0.000171,19.083,0.4122890369999999,2.411047,1,128,16,128,4,16,8,3.2,55.84613133333333
132,195.155039,84.632593,0.000129,39.677,0.6222216959999999,4.823423999999999,2,1024,4,64,4,2,8,3.2,55.84613133333333
133,195.155039,89.761323,0.000129,39.408,0.553148775,4.287975,2,128,32,256,8,16,8,3.9,55.84613133333333
134,148.964497,109.664952,0.000169,17.725,0.3705823549999999,2.192795,1,128,256,128,8,2,8,2.4,55.84613133333333
135,0.0,0.0,0.0,0.0,0.0,0.0,2,4,32,64,1,8,8,2.2,55.84613133333333
136,147.222222,52.191703,0.000171,150.47,1.636128855,9.568005,1,128,32,16384,4,16,8,3.2,55.84613133333333
137,148.964497,116.571224,0.000169,13.736,0.3279727229999999,1.940667,1,128,32,64,2,2,8,2.2,55.84613133333333
138,195.155039,100.560004,0.000129,23.691,0.4407272229,3.4164901,2,8,4,64,4,2,8,3.2,55.84613133333333
139,148.964497,73.810137,0.000169,60.937,0.818066132,4.840628000000001,1,1024,32,4096,4,2,8,2.2,55.84613133333333
140,147.222222,104.684418,0.000171,19.014,0.406683315,2.378265,1,128,4,128,4,16,8,3.4,55.84613133333333
141,195.155039,100.115363,0.000129,23.92,0.4446507063,3.4469047,2,4,32,64,4,2,8,3.1,62.51160044444446
142,147.222222,115.913361,0.000171,14.735,0.3317060907,1.9398017,1,128,32,128,4,2,8,3.5,62.51160044444446
143,168.959732,71.236799,0.000149,49.0,0.8782368429999999,5.894207,3,128,32,128,2,16,2,2.6,62.51160044444446
144,195.155039,92.838452,0.000129,30.95,0.5170882440000001,4.0084360000000006,2,4,128,1024,4,2,8,2.6,62.51160044444446
145,147.222222,116.212322,0.000171,14.721,0.3300016311,1.9298341,1,128,32,128,4,1,8,3.9,62.51160044444446
146,148.964497,91.673071,0.000169,26.022,0.53031862,3.13798,1,512,32,1024,4,16,8,2.7,62.51160044444446
147,195.155039,81.969954,0.000129,46.94,0.663301617,5.141873,2,4,1024,1024,4,2,8,3.2,62.51160044444446
148,132.5,54.37079,0.00019,72.931,1.50761048,7.934792,4,128,32,1024,16,1,8,3.6,62.51160044444446
149,148.964497,105.148681,0.000169,17.567,0.4030999829999999,2.385207,1,512,32,128,4,2,8,2.0,62.51160044444446
150,195.155039,96.17064,0.000129,26.4,0.4818761459999999,3.735474,2,4,256,64,4,2,8,2.4,62.51160044444446
151,0.0,0.0,0.0,0.0,0.0,0.0,1,128,32,128,4,2,16,2.6,62.51160044444446
152,0.0,0.0,0.0,0.0,0.0,0.0,1,128,32,128,1,2,16,2.6,62.51160044444446
153,116.013825,54.403135,0.000217,79.654,1.5058183349999998,6.939255,2,4,32,8192,4,2,8,3.2,62.51160044444446
154,148.964497,116.697119,0.000169,14.039,0.327265458,1.936482,1,128,32,128,4,2,4,2.4,62.51160044444446
