Unnamed: 0,reward,core,l1i_size,l1d_size,l2_size,l1i_assoc,l1d_assoc,l2_assoc,clock_rate,latency,Area,power
0,16.96160710433782,5,64,16,8192,4,8,4,2.0,0.000326,134.48,12.603759
1,20.87153162260871,8,128,32,256,8,8,8,3.8,0.000317,122.94,14.715198
2,13.523966991729187,9,1024,32,256,4,2,8,2.9,0.00025,171.98,20.764716
3,7.936507936507937,2,512,512,4096,4,8,2,2.2,0.00126,72.413,6.752768
4,0.9521989685629744,12,8,2048,32768,4,4,2,3.9,0.000345,551.73,47.530331
5,1.9895167296296283,14,2048,8,128,2,2,4,2.0,0.000413,348.86,41.141455
6,0.0,5,4,8,4096,4,8,4,2.0,10000.0,10000.0,10000.0
7,13.690494657869657,9,16,16,4096,8,8,8,2.5,0.000251,170.59,18.072292
8,7.756830609612272,13,4,128,2048,8,2,2,2.9,0.00038,184.19,23.5365
9,0.0,11,2,16,8192,2,8,4,3.5,10000.0,10000.0,10000.0
10,8.130081300813009,1,1024,8,1024,4,4,8,2.5,0.00123,27.225,3.101661
11,22.271714922049,3,128,512,512,8,4,4,3.8,0.000449,52.481,6.444316
12,13.920065340423674,3,256,1024,8192,4,2,2,3.3,0.000449,126.49,10.6921
13,22.779043280182236,7,8,16,256,8,4,2,3.4,0.000439,91.23,11.902781
14,0.0,10,64,2,256,8,4,2,2.1,10000.0,10000.0,10000.0
15,13.618734642948276,5,2048,512,128,8,8,8,3.9,0.000326,150.08,16.660121999999998
16,9.25911205326628,8,16,1024,2048,2,8,4,2.4,0.000318,184.29,19.582828
17,0.0,8,4,1024,4096,8,8,8,3.4,10000.0,10000.0,10000.0
18,2.331596687629492,2,2048,16,16384,4,8,8,3.3,0.001256,184.79,13.47573
19,5.911670348886019,15,32,16,512,8,4,2,2.3,0.000446,194.75,25.763917
20,1.9629814799236471,14,2048,32,256,2,4,2,2.3,0.000413,351.21,41.295743
21,0.0,11,4,2,128,4,8,8,2.6,10000.0,10000.0,10000.0
22,0.0,2,32,4,4096,8,4,4,3.6,10000.0,10000.0,10000.0
23,5.176273635257056,14,4,512,2048,2,4,4,3.5,0.000413,216.28,28.159874
24,4.98967204468933,8,4,2048,4096,2,2,8,3.4,0.000317,251.44,25.364352
25,21.267550701974912,8,128,32,256,8,8,2,3.2,0.000317,121.79,14.691849
26,31.26996028795595,8,4,4,2048,4,2,2,3.1,0.000317,100.44,13.855846
27,21.220489322644493,10,64,64,64,2,8,2,3.1,0.000282,129.27,17.519884
